0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	10	10	10	10	11	12	12	12	12	12	12	12	12	12	12	12	12	13	14	14	14	14	14	14	14	14	15	15	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1	9	17	18	25	26	33	34	35	42	50	59	67	75	76	84	92	100	109	111	127	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1	2	10	11	12	13	14	15	30	31	32	32	33	34	35	36	37	38	39	40	40	41	42	43	44	45	46	62	63	64	64	64	65	66	67	69	77	78	79	80	96	97	105	106	107	108	109	110	126	127	128	129	130	131	147	148	156	157	174	181	182	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1	1	2	3	4	5	6	7	8	9	10	10	11	11	12	12	23	24	24	25	25	26	26	27	28	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	58	59	60	60	61	61	62	62	63	63	64	76	77	78	79	80	81	82	83	83	84	84	85	85	86	86	87	88	89	90	103	104	105	106	107	108	109	110	110	111	111	112	112	113	114	115	116	117	129	130	131	140	141	142	143	155	156	157	157	158	158	159	159	160	160	161	162	163	164	165	166	167	168	169	181	182	183	184	185	186	187	188	189	190	199	207	208
