1	2	3	4	5	6	7	8	9	10	11	12	23	24	25	26	27	28	29	30	31	32	33	34	35	36	48	49	50	51	52	53	54	55	56	57	58	59	60	72	73	74	75	76	77	78	79	80	81	82	83	84	85	98	99	100	101	102	103	104	105	106	107	108	109	110	111	123	124	133	134	135	136	148	149	150	151	152	153	154	155	156	157	158	159	160	172	173	174	175	176	177	178	179	180	192	200	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	3	3	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
0	0	0	0	0	0	0	0	1	2	2	10	10	10	10	10	10	10	10	10	17	17	17	17	17	17	17	18	19	19	26	27	27	27	27	63	63	63	63	63	64	75	76	76	76	76	76	96	97	105	105	105	105	105	106	118	119	135	136	137	153	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
0	1	1	1	1	1	1	1	1	1	1	9	9	10	10	11	12	13	14	14	15	15	16	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	42	43	44	44	45	45	46	46	47	47	48	48	49	65	65	66	66	67	67	68	68	69	69	70	70	71	72	72	72	72	72	72	72	80	80	81	81	82	82	83	83	99	99	99	100	101	101	101	101	101	101	109	110	110	111	111	112	112	112	112	112	112	113	114	130	130	130	130	130	131	147	148	149	149	150	150	151	151	152	168	168	168	168	168	168	168	168	168	169	170	170	170	170	170	170	170	170	186	187	187	203
